TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID,Year,Month,MonthName,YearMonth
TT00052,U00109,CR00023,2025-02-11,0.0,Credit Card,TC00040,2025,2,February,2025-02
TT00053,U00109,CR00054,2025-02-21,0.0,Credit Card,TC00040,2025,2,February,2025-02
TT00054,U00112,CR00024,2025-10-21,117.68,PayPal,TC00042,2025,10,October,2025-10
TT00055,U00112,CR00036,2025-04-07,0.0,PayPal,TC00040,2025,4,April,2025-04
TT00056,U00112,CR00007,2025-02-22,0.0,PayPal,TC00040,2025,2,February,2025-02
TT00057,U00112,CR00016,2025-06-05,0.0,Bank Transfer,TC00042,2025,6,June,2025-06
TT00058,U00112,CR00023,2025-02-25,0.0,PayPal,TC00040,2025,2,February,2025-02
TT00059,U00117,CR00008,2025-10-15,0.0,PayPal,TC00042,2025,10,October,2025-10
TT00060,U00117,CR00027,2025-08-03,0.0,Credit Card,TC00042,2025,8,August,2025-08
TT00061,U00117,CR00001,2025-11-28,472.28,PayPal,TC00040,2025,11,November,2025-11
TT00062,U00126,CR00060,2025-07-17,0.0,PayPal,TC00042,2025,7,July,2025-07
TT00063,U00126,CR00036,2025-10-01,0.0,Credit Card,TC00042,2025,10,October,2025-10
TT00064,U00126,CR00050,2025-01-06,490.9,Bank Transfer,TC00042,2025,1,January,2025-01
TT00065,U00126,CR00028,2025-04-16,0.78,Credit Card,TC00042,2025,4,April,2025-04
TT00066,U00128,CR00027,2025-02-21,0.0,Credit Card,TC00042,2025,2,February,2025-02
TT00067,U00128,CR00054,2025-12-10,0.0,PayPal,TC00042,2025,12,December,2025-12
TT00068,U00128,CR00050,2025-01-03,490.9,Credit Card,TC00040,2025,1,January,2025-01
TT00069,U00133,CR00052,2025-06-05,0.0,Credit Card,TC00042,2025,6,June,2025-06
TT00070,U00133,CR00010,2025-07-19,0.0,PayPal,TC00042,2025,7,July,2025-07
TT00071,U00133,CR00041,2025-10-10,53.86,Credit Card,TC00042,2025,10,October,2025-10
TT00072,U00133,CR00055,2025-07-05,57.32,Credit Card,TC00040,2025,7,July,2025-07
TT00073,U00133,CR00004,2025-03-24,0.0,Credit Card,TC00040,2025,3,March,2025-03
TT00074,U00134,CR00055,2025-02-11,57.32,PayPal,TC00040,2025,2,February,2025-02
TT00075,U00134,CR00012,2025-12-29,487.92,PayPal,TC00040,2025,12,December,2025-12
TT00076,U00134,CR00030,2025-08-17,0.0,Credit Card,TC00042,2025,8,August,2025-08
TT00077,U00134,CR00011,2025-10-17,326.02,Credit Card,TC00040,2025,10,October,2025-10
TT00078,U00144,CR00032,2025-12-28,0.0,Bank Transfer,TC00040,2025,12,December,2025-12
TT00079,U00144,CR00020,2025-10-03,0.0,Credit Card,TC00042,2025,10,October,2025-10
TT00080,U00144,CR00042,2025-07-13,0.0,Bank Transfer,TC00040,2025,7,July,2025-07
TT00081,U00144,CR00012,2025-03-18,487.92,Credit Card,TC00042,2025,3,March,2025-03
TT00082,U00147,CR00007,2025-09-02,0.0,PayPal,TC00040,2025,9,September,2025-09
TT00083,U00147,CR00021,2025-12-03,0.0,PayPal,TC00040,2025,12,December,2025-12
TT00084,U00147,CR00044,2025-09-30,119.04,PayPal,TC00042,2025,9,September,2025-09
TT00085,U00147,CR00001,2025-11-14,472.28,Credit Card,TC00042,2025,11,November,2025-11
TT00086,U00149,CR00021,2025-03-11,0.0,Bank Transfer,TC00040,2025,3,March,2025-03
TT00087,U00149,CR00032,2025-02-24,0.0,Bank Transfer,TC00040,2025,2,February,2025-02
TT00088,U00149,CR00049,2025-07-06,415.51,PayPal,TC00042,2025,7,July,2025-07
TT00089,U00152,CR00033,2025-05-12,0.0,Credit Card,TC00040,2025,5,May,2025-05
TT00090,U00152,CR00001,2025-11-05,472.28,Credit Card,TC00042,2025,11,November,2025-11
TT00091,U00152,CR00008,2025-04-20,0.0,PayPal,TC00040,2025,4,April,2025-04
TT00092,U00161,CR00024,2025-06-27,117.68,PayPal,TC00040,2025,6,June,2025-06
TT00093,U00161,CR00042,2025-03-11,0.0,Bank Transfer,TC00042,2025,3,March,2025-03
TT00094,U00161,CR00008,2025-04-16,0.0,Credit Card,TC00042,2025,4,April,2025-04
TT00095,U00161,CR00054,2025-10-07,0.0,Credit Card,TC00040,2025,10,October,2025-10
TT00096,U00166,CR00002,2025-01-03,0.0,Bank Transfer,TC00040,2025,1,January,2025-01
TT00097,U00166,CR00004,2025-07-11,0.0,Credit Card,TC00042,2025,7,July,2025-07
TT00098,U00166,CR00020,2025-12-11,0.0,PayPal,TC00042,2025,12,December,2025-12
TT00099,U00166,CR00018,2025-10-30,0.0,Credit Card,TC00040,2025,10,October,2025-10
TT00100,U00169,CR00013,2025-04-20,0.0,PayPal,TC00042,2025,4,April,2025-04
TT00101,U00169,CR00044,2025-04-29,119.04,Credit Card,TC00040,2025,4,April,2025-04
TT00102,U00169,CR00034,2025-11-24,394.26,PayPal,TC00040,2025,11,November,2025-11
TT00103,U00169,CR00027,2025-02-15,0.0,Bank Transfer,TC00042,2025,2,February,2025-02
TT00104,U00173,CR00016,2025-04-03,0.0,Credit Card,TC00040,2025,4,April,2025-04
TT00105,U00173,CR00029,2025-07-26,0.0,PayPal,TC00042,2025,7,July,2025-07
TT00106,U00173,CR00048,2025-09-13,0.0,Bank Transfer,TC00042,2025,9,September,2025-09
TT00107,U00177,CR00021,2025-11-24,0.0,Bank Transfer,TC00042,2025,11,November,2025-11
TT00108,U00177,CR00006,2025-04-09,276.37,PayPal,TC00040,2025,4,April,2025-04
TT00109,U00177,CR00060,2025-09-30,0.0,PayPal,TC00042,2025,9,September,2025-09
TT00110,U00177,CR00002,2025-03-19,0.0,Bank Transfer,TC00042,2025,3,March,2025-03
TT00111,U00177,CR00055,2025-04-14,57.32,PayPal,TC00042,2025,4,April,2025-04
TT00112,U00178,CR00021,2025-06-24,0.0,Credit Card,TC00040,2025,6,June,2025-06
TT00113,U00178,CR00048,2025-08-14,0.0,PayPal,TC00042,2025,8,August,2025-08
TT00114,U00178,CR00023,2025-02-08,0.0,Credit Card,TC00042,2025,2,February,2025-02
TT00115,U00178,CR00014,2025-05-16,0.0,Credit Card,TC00042,2025,5,May,2025-05
TT00116,U00191,CR00043,2025-08-28,0.0,PayPal,TC00042,2025,8,August,2025-08
TT00117,U00191,CR00058,2025-06-04,0.0,PayPal,TC00040,2025,6,June,2025-06
TT00118,U00191,CR00056,2025-06-08,212.39,Credit Card,TC00040,2025,6,June,2025-06
TT00119,U00192,CR00054,2025-05-30,0.0,PayPal,TC00042,2025,5,May,2025-05
TT00120,U00192,CR00014,2025-11-14,0.0,Credit Card,TC00042,2025,11,November,2025-11
TT00121,U00192,CR00060,2025-09-06,0.0,Credit Card,TC00040,2025,9,September,2025-09
TT00122,U00192,CR00043,2025-04-21,0.0,Bank Transfer,TC00042,2025,4,April,2025-04
TT00123,U00192,CR00004,2025-11-03,0.0,PayPal,TC00040,2025,11,November,2025-11
TT00124,U00198,CR00041,2025-02-16,53.86,Credit Card,TC00040,2025,2,February,2025-02
TT00125,U00198,CR00016,2025-08-27,0.0,Bank Transfer,TC00040,2025,8,August,2025-08
TT00126,U00198,CR00032,2025-04-21,0.0,Credit Card,TC00040,2025,4,April,2025-04
TT00127,U00198,CR00020,2025-06-20,0.0,PayPal,TC00042,2025,6,June,2025-06
TT00128,U00208,CR00036,2025-03-24,0.0,PayPal,TC00040,2025,3,March,2025-03
TT00129,U00208,CR00013,2025-06-18,0.0,PayPal,TC00040,2025,6,June,2025-06
TT00130,U00208,CR00052,2025-08-22,0.0,PayPal,TC00042,2025,8,August,2025-08
TT00131,U00208,CR00047,2025-10-29,89.59,Credit Card,TC00040,2025,10,October,2025-10
TT00132,U00208,CR00025,2025-03-16,299.57,Credit Card,TC00040,2025,3,March,2025-03
TT00133,U00216,CR00059,2025-03-16,0.0,Bank Transfer,TC00042,2025,3,March,2025-03
TT00134,U00216,CR00054,2025-11-29,0.0,Bank Transfer,TC00042,2025,11,November,2025-11
TT00135,U00216,CR00036,2025-05-08,0.0,Bank Transfer,TC00040,2025,5,May,2025-05
TT00136,U00216,CR00024,2025-05-01,117.68,PayPal,TC00040,2025,5,May,2025-05
TT00137,U00216,CR00017,2025-12-30,0.0,Credit Card,TC00040,2025,12,December,2025-12
TT00138,U00220,CR00010,2025-04-19,0.0,PayPal,TC00042,2025,4,April,2025-04
TT00139,U00220,CR00014,2025-04-25,0.0,Bank Transfer,TC00040,2025,4,April,2025-04
TT00140,U00220,CR00017,2025-04-16,0.0,PayPal,TC00042,2025,4,April,2025-04
TT00141,U00220,CR00003,2025-04-08,0.0,PayPal,TC00040,2025,4,April,2025-04
TT00142,U00238,CR00012,2025-03-25,487.92,Bank Transfer,TC00040,2025,3,March,2025-03
TT00143,U00238,CR00041,2025-11-20,53.86,Credit Card,TC00040,2025,11,November,2025-11
TT00144,U00238,CR00001,2025-08-24,472.28,PayPal,TC00040,2025,8,August,2025-08
TT00145,U00238,CR00052,2025-10-27,0.0,PayPal,TC00040,2025,10,October,2025-10
TT00146,U00238,CR00002,2025-10-06,0.0,PayPal,TC00040,2025,10,October,2025-10
TT00147,U00251,CR00043,2025-04-16,0.0,Bank Transfer,TC00040,2025,4,April,2025-04
TT00148,U00251,CR00059,2025-04-11,0.0,Credit Card,TC00042,2025,4,April,2025-04
TT00149,U00251,CR00040,2025-01-04,327.99,PayPal,TC00040,2025,1,January,2025-01
TT00150,U00260,CR00060,2025-06-08,0.0,Bank Transfer,TC00042,2025,6,June,2025-06
TT00151,U00260,CR00006,2025-01-15,276.37,Bank Transfer,TC00042,2025,1,January,2025-01
TT00152,U00260,CR00039,2025-09-15,346.71,Bank Transfer,TC00040,2025,9,September,2025-09
TT00153,U00260,CR00028,2025-02-08,0.78,Bank Transfer,TC00042,2025,2,February,2025-02
TT00154,U00260,CR00026,2025-11-23,0.0,Credit Card,TC00042,2025,11,November,2025-11
TT00155,U00265,CR00004,2025-12-20,0.0,Credit Card,TC00040,2025,12,December,2025-12
TT00156,U00265,CR00010,2025-01-14,0.0,PayPal,TC00040,2025,1,January,2025-01
TT00157,U00265,CR00059,2025-03-22,0.0,Bank Transfer,TC00040,2025,3,March,2025-03
TT00158,U00265,CR00042,2025-04-24,0.0,Bank Transfer,TC00042,2025,4,April,2025-04
TT00159,U00265,CR00060,2025-02-25,0.0,PayPal,TC00042,2025,2,February,2025-02
TT00160,U00272,CR00051,2025-06-10,37.89,Credit Card,TC00040,2025,6,June,2025-06
TT00161,U00272,CR00022,2025-06-20,0.0,Credit Card,TC00042,2025,6,June,2025-06
TT00162,U00272,CR00044,2025-08-24,119.04,Credit Card,TC00042,2025,8,August,2025-08
TT00163,U00282,CR00007,2025-12-20,0.0,PayPal,TC00042,2025,12,December,2025-12
TT00164,U00282,CR00020,2025-06-11,0.0,PayPal,TC00040,2025,6,June,2025-06
TT00165,U00282,CR00029,2025-03-07,0.0,Bank Transfer,TC00042,2025,3,March,2025-03
TT00166,U00282,CR00014,2025-11-18,0.0,Bank Transfer,TC00042,2025,11,November,2025-11
TT00167,U00282,CR00046,2025-04-11,248.1,PayPal,TC00042,2025,4,April,2025-04
TT00168,U00292,CR00005,2025-10-04,0.0,Bank Transfer,TC00040,2025,10,October,2025-10
TT00169,U00292,CR00038,2025-04-04,342.61,Bank Transfer,TC00040,2025,4,April,2025-04
TT00170,U00293,CR00028,2025-11-13,0.78,Bank Transfer,TC00042,2025,11,November,2025-11
TT00171,U00293,CR00016,2025-12-10,0.0,Bank Transfer,TC00042,2025,12,December,2025-12
TT00172,U00293,CR00025,2025-01-22,299.57,Credit Card,TC00040,2025,1,January,2025-01
TT00173,U00293,CR00049,2025-01-15,415.51,Credit Card,TC00042,2025,1,January,2025-01
TT00174,U00298,CR00059,2025-08-22,0.0,PayPal,TC00040,2025,8,August,2025-08
TT00175,U00298,CR00026,2025-09-12,0.0,PayPal,TC00042,2025,9,September,2025-09
TT00176,U00298,CR00039,2025-07-16,346.71,Credit Card,TC00040,2025,7,July,2025-07
TT00177,U00298,CR00040,2025-01-06,327.99,PayPal,TC00042,2025,1,January,2025-01
TT00178,U00301,CR00003,2025-06-10,0.0,Bank Transfer,TC00040,2025,6,June,2025-06
TT00179,U00301,CR00037,2025-07-24,0.0,Bank Transfer,TC00040,2025,7,July,2025-07
TT00180,U00301,CR00049,2025-04-24,415.51,PayPal,TC00040,2025,4,April,2025-04
TT00181,U00301,CR00030,2025-01-12,0.0,Bank Transfer,TC00042,2025,1,January,2025-01
TT00182,U00303,CR00014,2025-04-06,0.0,PayPal,TC00040,2025,4,April,2025-04
TT00183,U00303,CR00053,2025-04-08,0.0,PayPal,TC00042,2025,4,April,2025-04
TT00184,U00303,CR00039,2025-08-15,346.71,PayPal,TC00042,2025,8,August,2025-08
TT00185,U00310,CR00010,2025-04-23,0.0,Credit Card,TC00042,2025,4,April,2025-04
TT00186,U00310,CR00023,2025-04-04,0.0,PayPal,TC00040,2025,4,April,2025-04
TT00187,U00310,CR00037,2025-09-07,0.0,PayPal,TC00040,2025,9,September,2025-09
TT00188,U00315,CR00051,2025-10-16,37.89,Bank Transfer,TC00040,2025,10,October,2025-10
TT00189,U00315,CR00045,2025-12-26,0.0,PayPal,TC00040,2025,12,December,2025-12
TT00190,U00315,CR00060,2025-08-30,0.0,Credit Card,TC00040,2025,8,August,2025-08
TT00191,U00321,CR00043,2025-05-06,0.0,PayPal,TC00040,2025,5,May,2025-05
TT00192,U00321,CR00047,2025-01-04,89.59,PayPal,TC00040,2025,1,January,2025-01
TT00193,U00321,CR00049,2025-10-19,415.51,Bank Transfer,TC00042,2025,10,October,2025-10
TT00194,U00322,CR00041,2025-06-26,53.86,Credit Card,TC00040,2025,6,June,2025-06
TT00195,U00322,CR00048,2025-06-26,0.0,Bank Transfer,TC00040,2025,6,June,2025-06
TT00196,U00322,CR00022,2025-05-11,0.0,Credit Card,TC00040,2025,5,May,2025-05
TT00197,U00323,CR00005,2025-03-02,0.0,Credit Card,TC00042,2025,3,March,2025-03
TT00198,U00323,CR00036,2025-03-11,0.0,Credit Card,TC00040,2025,3,March,2025-03
TT00199,U00323,CR00016,2025-02-01,0.0,PayPal,TC00040,2025,2,February,2025-02
TT00200,U00323,CR00033,2025-02-09,0.0,Bank Transfer,TC00040,2025,2,February,2025-02
TT00201,U00328,CR00042,2025-01-18,0.0,Credit Card,TC00042,2025,1,January,2025-01
TT00202,U00328,CR00003,2025-06-06,0.0,Credit Card,TC00042,2025,6,June,2025-06
TT00203,U00328,CR00041,2025-07-01,53.86,Bank Transfer,TC00040,2025,7,July,2025-07
TT00204,U00328,CR00004,2025-09-21,0.0,PayPal,TC00040,2025,9,September,2025-09
TT00205,U00328,CR00036,2025-04-02,0.0,Bank Transfer,TC00042,2025,4,April,2025-04
TT00206,U00329,CR00060,2025-01-26,0.0,Bank Transfer,TC00042,2025,1,January,2025-01
TT00207,U00329,CR00021,2025-09-29,0.0,Credit Card,TC00042,2025,9,September,2025-09
TT00208,U00329,CR00049,2025-03-25,415.51,PayPal,TC00042,2025,3,March,2025-03
TT00209,U00330,CR00051,2025-12-12,37.89,Bank Transfer,TC00042,2025,12,December,2025-12
TT00210,U00330,CR00040,2025-02-11,327.99,PayPal,TC00040,2025,2,February,2025-02
TT00211,U00330,CR00054,2025-12-20,0.0,Bank Transfer,TC00040,2025,12,December,2025-12
TT00212,U00334,CR00024,2025-01-21,117.68,PayPal,TC00042,2025,1,January,2025-01
TT00213,U00334,CR00051,2025-03-04,37.89,PayPal,TC00040,2025,3,March,2025-03
TT00214,U00334,CR00046,2025-02-18,248.1,Bank Transfer,TC00040,2025,2,February,2025-02
TT00215,U00334,CR00042,2025-10-06,0.0,Bank Transfer,TC00040,2025,10,October,2025-10
TT00216,U00338,CR00023,2025-08-25,0.0,Bank Transfer,TC00040,2025,8,August,2025-08
TT00217,U00338,CR00009,2025-11-28,0.0,PayPal,TC00040,2025,11,November,2025-11
TT00218,U00338,CR00002,2025-04-11,0.0,PayPal,TC00040,2025,4,April,2025-04
TT00219,U00338,CR00039,2025-03-15,346.71,PayPal,TC00040,2025,3,March,2025-03
TT00220,U00338,CR00017,2025-04-10,0.0,PayPal,TC00040,2025,4,April,2025-04
TT00221,U00339,CR00044,2025-08-19,119.04,Bank Transfer,TC00040,2025,8,August,2025-08
TT00222,U00339,CR00001,2025-05-28,472.28,Credit Card,TC00042,2025,5,May,2025-05
TT00223,U00339,CR00039,2025-08-10,346.71,Bank Transfer,TC00042,2025,8,August,2025-08
TT00224,U00339,CR00040,2025-08-23,327.99,Bank Transfer,TC00040,2025,8,August,2025-08
TT00225,U00339,CR00060,2025-08-01,0.0,Credit Card,TC00042,2025,8,August,2025-08
TT00226,U00340,CR00033,2025-02-03,0.0,Bank Transfer,TC00040,2025,2,February,2025-02
TT00227,U00340,CR00048,2025-05-24,0.0,Credit Card,TC00042,2025,5,May,2025-05
TT00228,U00340,CR00034,2025-11-09,394.26,PayPal,TC00040,2025,11,November,2025-11
TT00229,U00340,CR00028,2025-01-23,0.78,Bank Transfer,TC00042,2025,1,January,2025-01
TT00230,U00345,CR00001,2025-05-17,472.28,Bank Transfer,TC00042,2025,5,May,2025-05
TT00231,U00345,CR00017,2025-01-02,0.0,Credit Card,TC00042,2025,1,January,2025-01
TT00232,U00345,CR00007,2025-08-10,0.0,PayPal,TC00042,2025,8,August,2025-08
TT00233,U00345,CR00058,2025-08-05,0.0,Bank Transfer,TC00042,2025,8,August,2025-08
TT00234,U00345,CR00003,2025-09-12,0.0,Credit Card,TC00040,2025,9,September,2025-09
TT00235,U00351,CR00024,2025-08-09,117.68,Bank Transfer,TC00040,2025,8,August,2025-08
TT00236,U00351,CR00008,2025-11-15,0.0,PayPal,TC00042,2025,11,November,2025-11
TT00237,U00351,CR00040,2025-06-24,327.99,Bank Transfer,TC00042,2025,6,June,2025-06
TT00238,U00351,CR00033,2025-03-20,0.0,Bank Transfer,TC00040,2025,3,March,2025-03
TT00239,U00352,CR00032,2025-09-12,0.0,PayPal,TC00040,2025,9,September,2025-09
TT00240,U00352,CR00024,2025-08-06,117.68,Credit Card,TC00040,2025,8,August,2025-08
TT00241,U00352,CR00058,2025-11-16,0.0,Bank Transfer,TC00042,2025,11,November,2025-11
TT00242,U00352,CR00021,2025-01-23,0.0,Bank Transfer,TC00042,2025,1,January,2025-01
TT00243,U00353,CR00034,2025-11-08,394.26,Credit Card,TC00040,2025,11,November,2025-11
TT00244,U00353,CR00058,2025-10-11,0.0,Credit Card,TC00042,2025,10,October,2025-10
TT00245,U00353,CR00060,2025-10-15,0.0,Credit Card,TC00040,2025,10,October,2025-10
TT00246,U00353,CR00003,2025-05-09,0.0,Bank Transfer,TC00040,2025,5,May,2025-05
TT00247,U00356,CR00028,2025-02-11,0.78,Credit Card,TC00042,2025,2,February,2025-02
TT00248,U00356,CR00017,2025-02-01,0.0,PayPal,TC00040,2025,2,February,2025-02
TT00249,U00356,CR00047,2025-03-29,89.59,Credit Card,TC00040,2025,3,March,2025-03
TT00250,U00356,CR00032,2025-06-30,0.0,PayPal,TC00040,2025,6,June,2025-06
TT00251,U00356,CR00004,2025-04-28,0.0,Credit Card,TC00042,2025,4,April,2025-04
TT00252,U00357,CR00048,2025-03-05,0.0,Credit Card,TC00042,2025,3,March,2025-03
TT00253,U00357,CR00058,2025-04-16,0.0,Credit Card,TC00040,2025,4,April,2025-04
TT00254,U00357,CR00023,2025-01-11,0.0,Credit Card,TC00042,2025,1,January,2025-01
TT00255,U00357,CR00034,2025-11-25,394.26,PayPal,TC00040,2025,11,November,2025-11
TT00256,U00357,CR00055,2025-05-07,57.32,Bank Transfer,TC00040,2025,5,May,2025-05
TT00257,U00362,CR00024,2025-05-22,117.68,PayPal,TC00040,2025,5,May,2025-05
TT00258,U00362,CR00039,2025-03-07,346.71,Bank Transfer,TC00040,2025,3,March,2025-03
TT00259,U00362,CR00001,2025-07-11,472.28,PayPal,TC00042,2025,7,July,2025-07
TT00260,U00362,CR00014,2025-07-30,0.0,Bank Transfer,TC00042,2025,7,July,2025-07
TT00261,U00365,CR00013,2025-12-25,0.0,PayPal,TC00040,2025,12,December,2025-12
TT00262,U00365,CR00031,2025-03-10,0.0,Bank Transfer,TC00040,2025,3,March,2025-03
TT00263,U00365,CR00045,2025-07-29,0.0,Credit Card,TC00042,2025,7,July,2025-07
TT00264,U00365,CR00032,2025-11-16,0.0,Bank Transfer,TC00040,2025,11,November,2025-11
TT00265,U00379,CR00038,2025-10-01,342.61,Credit Card,TC00042,2025,10,October,2025-10
TT00266,U00379,CR00017,2025-10-09,0.0,Bank Transfer,TC00040,2025,10,October,2025-10
TT00267,U00379,CR00001,2025-12-14,472.28,Credit Card,TC00040,2025,12,December,2025-12
TT00268,U00383,CR00021,2025-11-13,0.0,Bank Transfer,TC00040,2025,11,November,2025-11
TT00269,U00383,CR00013,2025-07-25,0.0,Bank Transfer,TC00042,2025,7,July,2025-07
TT00270,U00383,CR00040,2025-03-05,327.99,Credit Card,TC00042,2025,3,March,2025-03
TT00271,U00383,CR00051,2025-06-02,37.89,Credit Card,TC00042,2025,6,June,2025-06
TT00272,U00383,CR00017,2025-12-18,0.0,PayPal,TC00042,2025,12,December,2025-12
TT00273,U00394,CR00004,2025-08-14,0.0,Credit Card,TC00042,2025,8,August,2025-08
TT00274,U00394,CR00014,2025-02-12,0.0,Bank Transfer,TC00040,2025,2,February,2025-02
TT00275,U00394,CR00051,2025-03-03,37.89,Bank Transfer,TC00040,2025,3,March,2025-03
TT00276,U00394,CR00052,2025-02-23,0.0,Credit Card,TC00042,2025,2,February,2025-02
TT00277,U00399,CR00008,2025-07-25,0.0,Credit Card,TC00042,2025,7,July,2025-07
TT00278,U00399,CR00016,2025-09-18,0.0,Credit Card,TC00042,2025,9,September,2025-09
TT00279,U00399,CR00050,2025-02-06,490.9,Credit Card,TC00040,2025,2,February,2025-02
TT00280,U00399,CR00057,2025-03-14,177.34,PayPal,TC00040,2025,3,March,2025-03
TT00281,U00399,CR00033,2025-11-21,0.0,Bank Transfer,TC00040,2025,11,November,2025-11
TT00282,U00404,CR00043,2025-05-24,0.0,PayPal,TC00042,2025,5,May,2025-05
TT00283,U00404,CR00049,2025-03-23,415.51,Bank Transfer,TC00042,2025,3,March,2025-03
TT00284,U00404,CR00038,2025-05-06,342.61,Bank Transfer,TC00042,2025,5,May,2025-05
TT00285,U00404,CR00005,2025-02-13,0.0,Bank Transfer,TC00040,2025,2,February,2025-02
TT00286,U00406,CR00032,2025-04-10,0.0,Bank Transfer,TC00040,2025,4,April,2025-04
TT00287,U00406,CR00025,2025-02-06,299.57,Credit Card,TC00042,2025,2,February,2025-02
